1.07350,1.21622,1.26048,1
1.30421,1.29545,1.39688,1
1.12306,1.20339,1.26028,1
1.22237,1.16667,1.29283,1
1.17873,1.20635,1.26632,1
1.07656,1.22642,1.25985,1
1.05444,1.25243,1.27309,1
1.15443,1.15152,1.28383,1
1.25100,1.10769,1.26173,1
1.41982,1.43750,1.21282,1
1.24211,1.23636,1.31469,1
1.14255,1.20000,1.22264,1
1.09544,1.22727,1.26056,1
1.06500,1.23333,1.23350,1
1.09933,1.21154,1.25738,1
1.12117,1.30508,1.40746,1
1.06999,1.20339,1.22463,1
1.38342,1.18667,1.26019,1
1.16598,1.22727,1.27005,1
1.08672,1.22917,1.27670,1
1.17509,1.28070,1.31819,1
1.14505,1.27778,1.26242,1
1.24027,1.24561,1.24462,1
1.41370,1.10256,1.21088,1
1.26631,1.24194,1.25139,1
1.10949,1.26316,1.26660,1
1.41001,1.09756,1.30897,1
1.23611,1.28090,1.29898,1
1.06195,1.25862,1.25906,1
1.08216,1.26471,1.22352,1
1.15265,1.23333,1.24356,1
1.27177,1.26154,1.25982,1
1.15999,1.20548,1.26076,1
1.12021,1.26531,1.24313,1
1.39255,1.40000,1.33489,1
1.13503,1.22222,1.28486,1
1.07734,1.25373,1.27110,1
1.08299,1.26923,1.30197,1
1.10882,1.30159,1.32201,1
1.03704,1.26786,1.27826,1
2.34098,18.21429,22.22029,0
4.08511,0.75000,1.85860,0
3.48214,0.57692,1.83044,0
2.31618,0.71429,1.37848,0
4.34579,2.06667,5.71990,0
3.24723,3.43750,6.61206,0
1.34118,1.58333,1.78354,0
1.68519,0.92857,1.46973,0
3.92617,3.46154,6.80001,0
5.50000,1.94118,11.59019,0
5.72770,3.05000,9.52285,0
7.96135,0.31068,5.93042,0
4.81545,1.03030,1.76732,0
2.85517,5.11111,8.83730,0
3.33945,2.15385,3.61076,0
16.04552,0.31915,5.60706,0
2.80702,3.20000,5.06075,0
1.45833,1.07143,1.22564,0
3.88785,0.61538,2.46474,0
5.70732,0.13846,11.29191,0
2.97345,13.71429,34.99380,0
1.54206,1.46667,1.58639,0
1.22791,0.45833,2.21072,0
2.14925,0.50000,2.68238,0
1.28395,0.54167,1.86694,0
1.51010,0.88462,1.40592,0
25.50000,2.82353,69.71786,0
4.27053,1.30769,1.97948,0
1.88995,5.26667,6.35753,0
1.10741,1.76923,1.89764,0
1.68061,2.61538,2.72274,0
1.46929,3.53846,3.90648,0
1.31092,1.08333,1.22598,0
2.06216,7.78571,10.69731,0
1.76492,3.81250,5.63678,0
1.14121,2.75000,2.91134,0
1.31313,3.90000,4.01412,0
1.48137,5.07143,6.95912,0
1.21081,4.66667,5.17288,0
2.00532,0.89655,1.11295,0
2.69959,2.56250,3.38582,0
1.75000,7.00000,14.58728,0
13.91358,2.13043,30.51276,0
6.76923,1.45455,7.43333,0
1.68067,0.50000,2.51300,0
1.77778,0.28571,4.07406,0
6.14634,3.93750,6.55724,0
5.70370,1.27273,2.90028,0
2.14486,0.79412,1.50016,0
2.16000,0.44444,3.11347,0
3.35714,5.87500,13.28023,0
2.75758,1.23810,1.51502,0
1.91935,1.61905,1.72113,0
1.26000,1.00000,1.23548,0
5.36620,0.30709,3.62178,0
7.20489,0.40789,3.85052,0
1.89299,0.70370,2.60021,0
1.95770,0.19753,5.73363,0
1.50215,0.14000,8.76965,0
1.50000,18.75000,23.88589,0
12.65563,4.33333,49.42489,0
21.43253,4.28947,86.64217,0
2.27500,2.15385,2.83676,0
2.51799,3.50000,5.78552,0
1.96844,5.26667,6.48218,0
1.24800,0.92308,1.14382,0
1.10169,0.76923,1.25897,0
1.87336,2.53846,2.76739,0
1.57784,3.53846,4.15679,0
2.32526,3.42857,4.80451,0
1.20000,1.83333,1.95692,0
1.32000,0.91667,1.22985,0
1.80000,1.00000,1.33140,0
1.48101,2.88889,3.00661,0
1.71053,1.53846,1.55073,0
1.29341,2.66667,2.95310,0
1.56522,3.60000,3.89380,0
1.94430,3.00000,4.16790,0
1.19786,4.66667,5.36569,0
